,model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
266,Playbook,1.0,120.0,5300.0,2,1.0,5.0,3.0,64.0,9,1,0,1,2
267,Life One X2 Mini,4.0,170.0,3000.0,8,1.4,13.0,8.0,64.0,6,0,0,1,2
268,Studio M HD,1.0,80.0,2000.0,4,1.3,8.0,2.0,16.0,6,0,1,1,3
269,Vivo 5,3.0,240.0,3150.0,8,1.3,13.0,5.0,32.0,6,0,0,0,2
270,Pure XL,3.0,310.0,3500.0,8,2.0,24.0,8.0,64.0,6,0,0,1,2
271,Studio XL,1.0,110.0,3000.0,4,1.3,8.0,2.0,8.0,6,0,0,0,2
272,Studio Energy,1.0,140.0,5000.0,4,1.3,8.0,2.0,8.0,6,0,1,0,2
273,Studio G,0.512,80.0,2000.0,4,1.3,5.0,0.6,4.0,6,0,1,0,3
274,Studio X,1.0,120.0,2100.0,4,1.3,8.0,2.0,8.0,6,0,1,0,3
275,Vivo Air,1.0,190.0,2100.0,8,1.7,8.0,5.0,16.0,6,0,0,0,3
276,Studio 6.0 LTE,2.0,210.0,3200.0,4,1.6,13.0,5.0,16.0,6,0,1,0,2
277,Studio 5.0 HD LTE,1.0,150.0,2200.0,4,1.2,13.0,5.0,8.0,6,0,1,0,3
278,Studio 7.0,1.0,130.0,3000.0,2,1.3,5.0,2.0,8.0,6,0,0,1,2
279,Life Play Mini,0.512,70.0,1400.0,2,1.0,3.15,0.6,4.0,6,0,1,0,3
280,Win HD,1.0,150.0,2200.0,4,1.2,8.0,2.0,8.0,6,2,1,0,3
281,Studio 5.0 C HD,1.0,110.0,2000.0,4,1.3,8.0,2.0,4.0,6,0,1,0,3
282,Studio 5.0 C,0.512,80.0,1800.0,2,1.3,5.0,0.6,4.0,6,0,1,0,3
283,Vivo IV,2.0,260.0,2300.0,8,1.7,13.0,5.0,16.0,6,0,0,1,3
284,Life 8,1.0,150.0,2000.0,8,1.7,8.0,2.0,8.0,6,0,1,0,3
285,Studio 6.0 HD,1.0,180.0,3000.0,4,1.3,8.0,2.0,4.0,6,0,0,1,2
286,Neo 4.5,0.512,70.0,1800.0,2,1.3,3.15,0.6,4.0,6,0,1,0,3
287,Studio 5.0 S II,1.0,120.0,2000.0,4,1.3,8.0,2.0,4.0,6,0,1,0,3
288,Studio 5.0 E,0.512,70.0,2100.0,2,1.0,3.15,0.0,4.0,6,0,1,0,3
289,Studio 5.5 S,1.0,130.0,2350.0,4,1.3,8.0,2.0,4.0,6,0,1,0,3
290,Life Pure Mini,1.0,190.0,3000.0,4,1.5,8.0,2.0,16.0,6,0,0,0,2
291,Vivo 4.8 HD,1.0,160.0,2000.0,4,1.5,8.0,5.0,16.0,6,0,0,0,3
292,Life View Tab,1.0,360.0,4500.0,4,1.2,5.0,5.0,8.0,6,0,0,0,2
293,Life Play S,1.0,130.0,1800.0,4,1.3,8.0,5.0,4.0,6,0,0,0,3
294,Life One X,2.0,210.0,2000.0,4,1.5,13.0,5.0,32.0,6,0,0,0,3
295,Life One M,1.0,140.0,2000.0,4,1.5,12.0,2.0,4.0,6,0,1,0,3
296,Life Play X,1.0,200.0,1800.0,4,1.5,8.0,2.0,16.0,6,0,1,0,3
297,Life Pure,2.0,240.0,2020.0,4,1.5,13.0,5.0,32.0,6,0,0,0,3
298,Studio 5.0 II,0.512,90.0,2000.0,2,1.3,5.0,0.6,4.0,6,0,1,0,3
299,Advance 4.0,0.512,80.0,1600.0,2,1.3,5.0,0.6,4.0,6,0,1,0,3
300,Life Pro,1.0,210.0,2500.0,4,1.5,12.0,5.0,16.0,6,0,1,1,3
301,Studio 5.5,1.0,120.0,2250.0,4,1.2,5.0,0.6,4.0,6,0,1,0,3
302,Dash 5.0,0.512,100.0,2000.0,2,1.3,5.0,0.6,4.0,6,0,1,0,3
303,Dash Music 4.0,0.512,80.0,1500.0,2,1.3,3.15,0.0,4.0,6,0,1,0,3
304,Dash 4.5,0.512,100.0,2000.0,4,1.2,5.0,0.6,4.0,6,0,1,0,3
305,Amour,0.512,100.0,1600.0,2,1.0,5.0,0.6,4.0,6,0,1,0,3
306,Studio 5.3 S,1.0,130.0,2800.0,4,1.2,8.0,2.0,4.0,6,0,1,0,2
307,Studio 5.0 S,1.0,130.0,2000.0,4,1.2,8.0,2.0,4.0,6,0,1,0,3
308,Studio 5.0,0.512,100.0,2000.0,2,1.0,5.0,0.6,4.0,6,0,1,0,3
309,Life View,1.0,230.0,2600.0,4,1.2,12.0,5.0,16.0,6,0,1,0,3
310,Life One,1.0,230.0,2000.0,4,1.2,13.0,5.0,16.0,6,0,0,0,3
311,Life Play,1.0,180.0,1800.0,4,1.2,8.0,2.0,4.0,6,0,1,0,3
312,Studio 5.3 II,0.512,160.0,2200.0,2,1.0,8.0,2.0,4.0,6,0,1,0,3
313,Tank 4.5,0.512,200.0,1760.0,2,1.0,5.0,0.6,4.0,6,0,1,0,3
314,Quattro 5.7 HD,1.0,220.0,2800.0,4,1.5,8.0,1.3,4.0,6,0,1,0,2
315,Quattro 4.5 HD,1.0,260.0,1800.0,4,1.5,8.0,1.3,16.0,6,0,1,0,3
316,Quattro 4.5,1.0,180.0,1800.0,4,1.5,5.0,0.6,4.0,6,0,1,0,3
317,Dash 4.0,0.512,90.0,1500.0,2,1.3,5.0,0.6,4.0,6,0,1,0,3
318,Vivo 4.65 HD,1.0,210.0,1600.0,2,1.2,8.0,1.3,4.0,6,0,1,0,3
319,Touch Book 9.7,1.0,180.0,6000.0,2,1.5,2.0,2.0,4.0,6,0,0,0,1
320,Touch Book 7.0 Lite,0.512,70.0,3000.0,1,1.2,0.6,0.0,4.0,6,0,0,0,2
321,Elite 3.8,0.512,130.0,1600.0,1,1.0,5.0,0.6,1.0,6,0,1,0,3
322,Vivo 4.3,0.512,170.0,1600.0,2,1.0,8.0,1.3,4.0,6,0,1,0,3
323,Aquaris X Pro,4.0,370.0,3100.0,8,2.2,12.0,8.0,128.0,7,0,0,0,2
324,Aquaris X,3.0,290.0,3100.0,8,2.2,16.0,8.0,32.0,7,0,0,0,2
325,Aquaris U Lite,2.0,160.0,3080.0,4,1.4,8.0,5.0,16.0,7,0,0,1,2
326,Aquaris U,2.0,190.0,3080.0,8,1.4,13.0,5.0,16.0,7,0,0,1,2
327,Aquaris X5 Plus,2.0,300.0,3200.0,8,1.8,16.0,8.0,16.0,7,0,0,1,2
328,Aquaris X5,2.0,230.0,2900.0,4,1.4,13.0,5.0,16.0,7,0,0,1,2
329, Aquaris M10,2.0,230.0,7280.0,4,1.3,5.0,2.0,16.0,7,0,0,1,1
330,G'zOne CA-201L,1.0,270.0,1800.0,2,1.5,8.0,1.3,16.0,10,0,1,0,3
331,S60,3.0,650.0,3800.0,8,1.2,13.0,5.0,32.0,11,0,0,0,2
332,S30,1.0,340.0,3000.0,4,1.1,5.0,2.0,8.0,11,0,0,0,2
333,S40,1.0,440.0,3000.0,4,1.1,8.0,2.0,16.0,11,0,0,0,2
334,B15 Q,1.0,320.0,2000.0,4,1.3,5.0,0.6,4.0,11,0,1,0,3
335,S50,2.0,460.0,2630.0,1,1.2,8.0,0.6,8.0,11,0,0,0,3
336,B15,0.512,250.0,2000.0,2,1.0,5.0,0.6,4.0,11,0,0,0,3
337,Campus Whizz Q42,0.512,80.0,1400.0,4,1.3,5.0,1.3,4.0,12,0,1,0,3
338,Note 5 Lite,3.0,120.0,2500.0,4,1.0,13.0,8.0,16.0,13,0,0,0,3
339,Conjr,3.0,210.0,2500.0,4,1.0,13.0,8.0,16.0,13,0,0,0,3
340,Mega 3,2.0,110.0,3050.0,4,1.2,8.0,8.0,16.0,13,0,0,1,2
341,Note 5,4.0,180.0,4010.0,8,1.5,13.0,8.0,64.0,13,0,0,0,2
342,Modena 2,2.0,180.0,2500.0,4,1.0,8.0,8.0,16.0,13,0,0,0,3
343,Mega,3.0,80.0,2500.0,4,1.0,8.0,8.0,16.0,13,0,0,0,3
344,Torino,3.0,200.0,2500.0,8,1.36,13.0,5.0,16.0,13,0,0,0,3
345,Note 3 Plus,3.0,120.0,3000.0,8,1.3,13.0,5.0,16.0,13,0,0,0,2
346,Max,4.0,380.0,2800.0,8,1.5,13.0,5.0,64.0,13,0,0,0,2
347,Porto S,1.0,130.0,2000.0,4,1.0,8.0,2.0,8.0,13,0,0,1,3
348,Torino S,2.0,180.0,1800.0,4,1.2,8.0,5.0,16.0,13,0,0,0,3
349,Note 3 Lite,3.0,110.0,2500.0,4,1.3,13.0,5.0,16.0,13,0,0,0,3
350,Note 3,3.0,120.0,3000.0,8,1.3,13.0,5.0,16.0,13,0,0,0,2
351,Shine,2.0,200.0,2500.0,8,1.5,13.0,5.0,8.0,13,0,0,0,3
352,Modena,1.0,160.0,2500.0,4,1.2,8.0,2.0,8.0,13,0,0,0,3
353,Porto,1.0,150.0,1800.0,4,1.2,8.0,5.0,8.0,13,0,0,0,3
354,Venue 10 7000,2.0,460.0,7000.0,4,2.3,8.0,2.0,32.0,14,0,0,0,1
355,Venue 8,2.0,130.0,4100.0,2,2.0,5.0,2.0,32.0,14,0,0,0,2
356,Venue 7,2.0,100.0,4100.0,2,1.6,3.15,0.6,16.0,14,0,0,0,2
357,Venue,0.512,390.0,1400.0,1,1.0,8.0,0.0,1.0,14,0,1,0,3
358,Streak,0.512,190.0,1530.0,1,1.0,5.0,0.6,16.0,14,0,1,0,3
359,GSmart Essence 4,0.512,60.0,1300.0,2,1.0,2.0,0.6,4.0,15,0,1,0,3
360,GSmart Classic Lite,0.512,80.0,2100.0,4,1.2,5.0,2.0,8.0,15,0,1,0,3
361,GSmart Essence,0.512,70.0,1600.0,4,1.2,5.0,2.0,8.0,15,0,1,0,3
362,GSmart Classic,1.0,100.0,2000.0,4,1.2,8.0,5.0,8.0,15,0,1,0,3
363,GSmart Mika M2,1.0,190.0,2000.0,4,1.3,13.0,5.0,8.0,15,0,1,0,3
364,GSmart T4,0.512,100.0,1400.0,2,1.3,8.0,0.6,4.0,15,0,1,0,3
365,GSmart Guru,2.0,440.0,2500.0,4,1.5,13.0,5.0,32.0,15,0,1,0,3
366,GSmart Roma R2,1.0,140.0,1400.0,2,1.3,5.0,0.6,4.0,15,0,1,0,3
367,GSmart Aku A1,1.0,150.0,2000.0,4,1.2,5.0,0.6,4.0,15,0,1,0,3
368,GSmart Maya M1 v2,1.0,200.0,1700.0,4,1.2,8.0,2.0,4.0,15,0,1,0,3
369,GSmart Sierra S1,1.0,220.0,2000.0,4,1.5,13.0,2.0,4.0,15,0,1,0,3
370,GSmart Simba SX1,1.0,260.0,1900.0,2,1.4,13.0,2.0,4.0,15,0,1,0,3
371,GSmart Maya M1,1.0,220.0,1700.0,2,1.0,8.0,2.0,4.0,15,0,1,0,3
372,GSmart Rio R1,0.512,150.0,1500.0,2,1.0,5.0,0.6,4.0,15,0,1,0,3
373,GSmart GS202,0.512,110.0,1500.0,2,1.0,5.0,0.6,4.0,15,0,1,0,3
374,GSmart G1362,0.512,210.0,1550.0,2,1.2,5.0,0.6,4.0,15,0,1,0,3
375,GSmart G1355,0.512,190.0,1500.0,1,0.8,5.0,0.0,1.0,15,0,1,0,3
376,A1 Lite,3.0,27000.0,4000.0,8,1.3,13.0,20.0,32.0,16,0,0,0,0
377,S10B,4.0,240.0,3700.0,8,1.8,13.0,16.0,64.0,16,0,0,0,2
378,S10C,4.0,200.0,3100.0,4,1.4,13.0,16.0,32.0,16,0,0,0,2
379,M6s Plus,6.0,460.0,6020.0,8,1.95,12.0,8.0,256.0,16,0,0,1,1
380,A1 Plus,4.0,370.0,4550.0,8,2.5,13.0,20.0,64.0,16,0,0,0,2
381,A1,4.0,280.0,4010.0,8,2.0,13.0,16.0,64.0,16,0,0,0,2
382,F5,4.0,250.0,4000.0,8,1.5,13.0,8.0,32.0,16,0,0,1,2
383,M2017,6.0,1150.0,7000.0,8,1.95,12.0,8.0,128.0,16,0,0,1,1
384,Steel 2,3.0,210.0,4000.0,4,1.25,8.0,5.0,32.0,16,0,0,1,2
385,S9,4.0,370.0,3000.0,8,2.0,13.0,13.0,64.0,16,0,0,0,2
386,S6s,3.0,280.0,3150.0,8,1.3,13.0,8.0,32.0,16,0,0,1,2
387,S6 Pro,4.0,390.0,3130.0,8,1.8,13.0,8.0,64.0,16,0,0,1,2
388,P5 Mini,1.0,90.0,1800.0,4,1.3,5.0,2.0,8.0,16,0,1,0,3
389,S8,4.0,450.0,3000.0,8,1.9,16.0,8.0,64.0,16,0,0,0,2
390,Marathon M5 mini,2.0,120.0,4000.0,4,1.3,8.0,5.0,16.0,16,0,0,1,2
391,Marathon M5 enjoy,3.0,340.0,5000.0,4,0.0,8.0,5.0,16.0,16,0,0,1,2
392,Marathon M5 Plus,3.0,420.0,5020.0,8,1.3,13.0,5.0,64.0,16,0,0,1,2
393,Marathon M5 lite,3.0,170.0,4000.0,4,1.3,8.0,5.0,32.0,16,0,0,1,2
394,Pioneer P5W,1.0,90.0,2000.0,4,1.3,5.0,2.0,16.0,16,0,1,0,3
395,S6,3.0,290.0,3150.0,8,1.3,13.0,5.0,32.0,16,0,0,0,2
396,F103,2.0,130.0,2400.0,4,1.3,8.0,5.0,16.0,16,0,1,0,3
397,Elife E8,3.0,480.0,3500.0,8,2.0,24.0,8.0,64.0,16,0,0,1,2
